pic,name,type,rating,num_reviews,ranking,my_rank
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a5/44/7e/rodeo-drive.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32070-d116580-Reviews-Rodeo_Drive-Beverly_Hills_California.html'>Rodeo Drive</a>,Points of Interest & Landmarks,4.0,5491.0,#9,11
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d0/1b/61/photo5jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d648331-Reviews-Hollywood-Los_Angeles_California.html'>Hollywood</a>,Neighborhoods,4.0,1415.0,#32,12
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/2f/b3/b3/ss-lane-victory.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d1837388-Reviews-S_S_Lane_Victory-Los_Angeles_California.html'>S.S. Lane Victory</a>,Specialty Museums,4.5,53.0,#217,13
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3d/10/98/crazy-backdrops.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d15236306-Reviews-Museum_of_Selfies-Los_Angeles_California.html'>Museum of Selfies</a>,Specialty Museums,5.0,32.0,#238,14
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/cd/68/b9/textile-area.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156676-Reviews-LA_Fashion_District-Los_Angeles_California.html'>LA Fashion District</a>,Neighborhoods,4.0,276.0,#113,15
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/42/ff/61/mid-week-bowling-at-gardena.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32422-d5279710-Reviews-Gardena_Bowling_Center-Gardena_California.html'>Gardena Bowling Center</a>,Bowling Alleys,4.5,17.0,#253,16
<img class='img-responsive' src='https://www.actaonline.org/wp-content/uploads/image_galleries/2011_8_pieam_9.jpg.jpg'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32648-d8485496-Reviews-Pacific_Island_Ethnic_Art_Museum-Long_Beach_California.html'>Pacific Island Ethnic Art Museum</a>,Specialty Museums,4.0,10.0,#260,17
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/8f/35/2d/photo0jpg.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d266292-Reviews-Dolby_Theatre-Los_Angeles_California.html'>Dolby Theatre</a>,Theaters,4.0,1055.0,#41,18
<img class='img-responsive' src='https://nebula.wsimg.com/e7a8177dc82bcecce40009ee3c3f3250?AccessKeyId=278A414EE3E62ADC72B1&disposition=0&alloworigin=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g33115-d10682097-Reviews-Arroyo_Seco_Golf_Course-South_Pasadena_California.html'>Arroyo Seco Golf Course</a>,Golf Courses,4.5,4.0,#266,19
<img class='img-responsive' src='https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/60/84/47/universal-citywalk-hollywood.jpg?w=800&h=400&s=1'>,<a  href='https://www.tripadvisor.com/Attraction_Review-g32655-d156954-Reviews-Universal_CityWalk_Hollywood-Los_Angeles_California.html'>Universal CityWalk Hollywood</a>,Points of Interest & Landmarks,4.0,1821.0,#28,20
